ID	Group	Session	Block	BlockInt0	Difficult	DiffNum	DiffChange	Change	Increase	DiffPrev	Score	ScoreM1	Caught	CatchTime	Hit	PreScore	FA	US	AES	END	NOV	INV	EngTotal	Enj	Comp	Effort	Tens	ImiTotal
s023	self	Prac	13	11	p2	5	2	1	1	3	1524	1326				1346	6	4.714285714	5.5	5.5	5.666666667	6.666666667	5.674603175	6.428571429	6.5	7	3	5.732142857
s023	self	Prac	14	12	p3	6	1	1	1	5	1227	1524				1346	6	4.714285714	5.5	5.5	5.666666667	6.666666667	5.674603175	6.428571429	6.5	7	3	5.732142857
s023	self	Prac	15	13	e1	7	1	1	1	6	395	1227				1346	6	4.714285714	5.5	5.5	5.666666667	6.666666667	5.674603175	6.428571429	6.5	7	3	5.732142857
s023	self	Prac	16	14	e1	7	0	0	0	7	288	395				1346	6	4.714285714	5.5	5.5	5.666666667	6.666666667	5.674603175	6.428571429	6.5	7	3	5.732142857
s023	self	Prac	17	15	e1	7	0	0	0	7	498	288				1346	6	4.714285714	5.5	5.5	5.666666667	6.666666667	5.674603175	6.428571429	6.5	7	3	5.732142857
s023	self	Prac	18	16	e1	7	0	0	0	7	725	498				1346	6	4.714285714	5.5	5.5	5.666666667	6.666666667	5.674603175	6.428571429	6.5	7	3	5.732142857
s023	self	Prac	19	17	e3	9	2	1	1	7	-135	725				1346	6	4.714285714	5.5	5.5	5.666666667	6.666666667	5.674603175	6.428571429	6.5	7	3	5.732142857
s023	self	Prac	20	18	e3	9	0	0	0	9	41	-135				1346	6	4.714285714	5.5	5.5	5.666666667	6.666666667	5.674603175	6.428571429	6.5	7	3	5.732142857
s023	self	PostTest	1	0	N2	2	NA	NA	0	9	1815	NA				1346	6	4.714285714	5.5	5.5	5.666666667	6.666666667	5.674603175	6.428571429	6.5	7	3	5.732142857
s023	self	PostTest	2	1	P2	5	NA	NA	1	2	1338	NA				1346	6	4.714285714	5.5	5.5	5.666666667	6.666666667	5.674603175	6.428571429	6.5	7	3	5.732142857
s023	self	PostTest	3	2	E2	8	NA	NA	1	5	505	NA				1346	6	4.714285714	5.5	5.5	5.666666667	6.666666667	5.674603175	6.428571429	6.5	7	3	5.732142857
s024	self	Prac	1	-1	n1	1	NA	NA	NA	NA	749	NA				749	4.875	3.571428571	3.5	4.5	4	5.666666667	4.35218254	5.285714286	5.166666667	6.4	5.2	5.513095238
s024	self	Prac	2	0	p1	4	3	1	1	1	689	749				749	4.875	3.571428571	3.5	4.5	4	5.666666667	4.35218254	5.285714286	5.166666667	6.4	5.2	5.513095238
s024	self	Prac	3	1	e1	7	3	1	1	4	-23	689				749	4.875	3.571428571	3.5	4.5	4	5.666666667	4.35218254	5.285714286	5.166666667	6.4	5.2	5.513095238
s024	self	Prac	4	2	p2	5	-2	1	0	7	1408	-23				749	4.875	3.571428571	3.5	4.5	4	5.666666667	4.35218254	5.285714286	5.166666667	6.4	5.2	5.513095238
s024	self	Prac	5	3	p3	6	1	1	1	5	1033	1408				749	4.875	3.571428571	3.5	4.5	4	5.666666667	4.35218254	5.285714286	5.166666667	6.4	5.2	5.513095238
s024	self	Prac	6	4	e1	7	1	1	1	6	248	1033				749	4.875	3.571428571	3.5	4.5	4	5.666666667	4.35218254	5.285714286	5.166666667	6.4	5.2	5.513095238
s024	self	Prac	7	5	e1	7	0	0	0	7	468	248				749	4.875	3.571428571	3.5	4.5	4	5.666666667	4.35218254	5.285714286	5.166666667	6.4	5.2	5.513095238
s024	self	Prac	8	6	p3	6	-1	1	0	7	1221	468				749	4.875	3.571428571	3.5	4.5	4	5.666666667	4.35218254	5.285714286	5.166666667	6.4	5.2	5.513095238
s024	self	Prac	9	7	e1	7	1	1	1	6	525	1221				749	4.875	3.571428571	3.5	4.5	4	5.666666667	4.35218254	5.285714286	5.166666667	6.4	5.2	5.513095238
s024	self	Prac	10	8	e1	7	0	0	0	7	763	525				749	4.875	3.571428571	3.5	4.5	4	5.666666667	4.35218254	5.285714286	5.166666667	6.4	5.2	5.513095238
s024	self	Prac	11	9	e2	8	1	1	1	7	372	763				749	4.875	3.571428571	3.5	4.5	4	5.666666667	4.35218254	5.285714286	5.166666667	6.4	5.2	5.513095238
s024	self	Prac	12	10	e2	8	0	0	0	8	479	372				749	4.875	3.571428571	3.5	4.5	4	5.666666667	4.35218254	5.285714286	5.166666667	6.4	5.2	5.513095238
s024	self	Prac	13	11	e2	8	0	0	0	8	556	479				749	4.875	3.571428571	3.5	4.5	4	5.666666667	4.35218254	5.285714286	5.166666667	6.4	5.2	5.513095238
s024	self	Prac	14	12	e3	9	1	1	1	8	342	556				749	4.875	3.571428571	3.5	4.5	4	5.666666667	4.35218254	5.285714286	5.166666667	6.4	5.2	5.513095238
s024	self	Prac	15	13	e3	9	0	0	0	9	338	342				749	4.875	3.571428571	3.5	4.5	4	5.666666667	4.35218254	5.285714286	5.166666667	6.4	5.2	5.513095238
s024	self	Prac	16	14	e3	9	0	0	0	9	491	338				749	4.875	3.571428571	3.5	4.5	4	5.666666667	4.35218254	5.285714286	5.166666667	6.4	5.2	5.513095238
s024	self	Prac	17	15	e3	9	0	0	0	9	523	491				749	4.875	3.571428571	3.5	4.5	4	5.666666667	4.35218254	5.285714286	5.166666667	6.4	5.2	5.513095238
s024	self	Prac	18	16	e3	9	0	0	0	9	413	523				749	4.875	3.571428571	3.5	4.5	4	5.666666667	4.35218254	5.285714286	5.166666667	6.4	5.2	5.513095238
s024	self	Prac	19	17	e3	9	0	0	0	9	151	413				749	4.875	3.571428571	3.5	4.5	4	5.666666667	4.35218254	5.285714286	5.166666667	6.4	5.2	5.513095238
s024	self	Prac	20	18	p1	4	-5	1	0	9	1126	151				749	4.875	3.571428571	3.5	4.5	4	5.666666667	4.35218254	5.285714286	5.166666667	6.4	5.2	5.513095238
s024	self	PostTest	1	0	N2	2	NA	NA	0	4	1610	NA				749	4.875	3.571428571	3.5	4.5	4	5.666666667	4.35218254	5.285714286	5.166666667	6.4	5.2	5.513095238
s024	self	PostTest	2	1	P2	5	NA	NA	1	2	1507	NA				749	4.875	3.571428571	3.5	4.5	4	5.666666667	4.35218254	5.285714286	5.166666667	6.4	5.2	5.513095238
s024	self	PostTest	3	2	E2	8	NA	NA	1	5	186	NA				749	4.875	3.571428571	3.5	4.5	4	5.666666667	4.35218254	5.285714286	5.166666667	6.4	5.2	5.513095238
s025	self	Prac	1	-1	n1	1	NA	NA	NA	NA	856	NA				856	3.875	4.857142857	6	4.25	4.666666667	5.666666667	4.885912698	4.857142857	5.833333333	6.2	4.6	5.372619048
s025	self	Prac	2	0	n2	2	1	1	1	1	1005	856				856	3.875	4.857142857	6	4.25	4.666666667	5.666666667	4.885912698	4.857142857	5.833333333	6.2	4.6	5.372619048
s025	self	Prac	3	1	n2	2	0	0	0	2	1726	1005				856	3.875	4.857142857	6	4.25	4.666666667	5.666666667	4.885912698	4.857142857	5.833333333	6.2	4.6	5.372619048
s025	self	Prac	4	2	n3	3	1	1	1	2	1120	1726				856	3.875	4.857142857	6	4.25	4.666666667	5.666666667	4.885912698	4.857142857	5.833333333	6.2	4.6	5.372619048
s025	self	Prac	5	3	p1	4	1	1	1	3	482	1120				856	3.875	4.857142857	6	4.25	4.666666667	5.666666667	4.885912698	4.857142857	5.833333333	6.2	4.6	5.372619048
s025	self	Prac	6	4	p1	4	0	0	0	4	1001	482				856	3.875	4.857142857	6	4.25	4.666666667	5.666666667	4.885912698	4.857142857	5.833333333	6.2	4.6	5.372619048
s025	self	Prac	7	5	p2	5	1	1	1	4	522	1001				856	3.875	4.857142857	6	4.25	4.666666667	5.666666667	4.885912698	4.857142857	5.833333333	6.2	4.6	5.372619048
s025	self	Prac	8	6	p2	5	0	0	0	5	627	522				856	3.875	4.857142857	6	4.25	4.666666667	5.666666667	4.885912698	4.857142857	5.833333333	6.2	4.6	5.372619048
s025	self	Prac	9	7	p2	5	0	0	0	5	435	627				856	3.875	4.857142857	6	4.25	4.666666667	5.666666667	4.885912698	4.857142857	5.833333333	6.2	4.6	5.372619048
s025	self	Prac	10	8	p2	5	0	0	0	5	1213	435				856	3.875	4.857142857	6	4.25	4.666666667	5.666666667	4.885912698	4.857142857	5.833333333	6.2	4.6	5.372619048
s025	self	Prac	11	9	p3	6	1	1	1	5	637	1213				856	3.875	4.857142857	6	4.25	4.666666667	5.666666667	4.885912698	4.857142857	5.833333333	6.2	4.6	5.372619048
s025	self	Prac	12	10	p3	6	0	0	0	6	933	637				856	3.875	4.857142857	6	4.25	4.666666667	5.666666667	4.885912698	4.857142857	5.833333333	6.2	4.6	5.372619048
s025	self	Prac	13	11	e1	7	1	1	1	6	-76	933				856	3.875	4.857142857	6	4.25	4.666666667	5.666666667	4.885912698	4.857142857	5.833333333	6.2	4.6	5.372619048
s025	self	Prac	14	12	e1	7	0	0	0	7	-303	-76				856	3.875	4.857142857	6	4.25	4.666666667	5.666666667	4.885912698	4.857142857	5.833333333	6.2	4.6	5.372619048
s025	self	Prac	15	13	p3	6	-1	1	0	7	635	-303				856	3.875	4.857142857	6	4.25	4.666666667	5.666666667	4.885912698	4.857142857	5.833333333	6.2	4.6	5.372619048
s025	self	Prac	16	14	p3	6	0	0	0	6	1001	635				856	3.875	4.857142857	6	4.25	4.666666667	5.666666667	4.885912698	4.857142857	5.833333333	6.2	4.6	5.372619048
s025	self	Prac	17	15	e1	7	1	1	1	6	402	1001				856	3.875	4.857142857	6	4.25	4.666666667	5.666666667	4.885912698	4.857142857	5.833333333	6.2	4.6	5.372619048
s025	self	Prac	18	16	e1	7	0	0	0	7	338	402				856	3.875	4.857142857	6	4.25	4.666666667	5.666666667	4.885912698	4.857142857	5.833333333	6.2	4.6	5.372619048
s025	self	Prac	19	17	e1	7	0	0	0	7	157	338				856	3.875	4.857142857	6	4.25	4.666666667	5.666666667	4.885912698	4.857142857	5.833333333	6.2	4.6	5.372619048
s025	self	Prac	20	18	e1	7	0	0	0	7	371	157				856	3.875	4.857142857	6	4.25	4.666666667	5.666666667	4.885912698	4.857142857	5.833333333	6.2	4.6	5.372619048
s025	self	PostTest	1	0	N2	2	NA	NA	0	7	1618	NA				856	3.875	4.857142857	6	4.25	4.666666667	5.666666667	4.885912698	4.857142857	5.833333333	6.2	4.6	5.372619048
s025	self	PostTest	2	1	P2	5	NA	NA	1	2	637	NA				856	3.875	4.857142857	6	4.25	4.666666667	5.666666667	4.885912698	4.857142857	5.833333333	6.2	4.6	5.372619048
s025	self	PostTest	3	2	E2	8	NA	NA	1	5	50	NA				856	3.875	4.857142857	6	4.25	4.666666667	5.666666667	4.885912698	4.857142857	5.833333333	6.2	4.6	5.372619048
s026	self	Prac	1	-1	n1	1	NA	NA	NA	NA	1363	NA				1363	5.25	3.714285714	5.25	5.25	5.666666667	5.666666667	5.132936508	5.285714286	4.333333333	4.2	6.6	5.104761905
s026	self	Prac	2	0	n2	2	1	1	1	1	1606	1363				1363	5.25	3.714285714	5.25	5.25	5.666666667	5.666666667	5.132936508	5.285714286	4.333333333	4.2	6.6	5.104761905
s026	self	Prac	3	1	n3	3	1	1	1	2	1226	1606				1363	5.25	3.714285714	5.25	5.25	5.666666667	5.666666667	5.132936508	5.285714286	4.333333333	4.2	6.6	5.104761905
s026	self	Prac	4	2	p1	4	1	1	1	3	890	1226				1363	5.25	3.714285714	5.25	5.25	5.666666667	5.666666667	5.132936508	5.285714286	4.333333333	4.2	6.6	5.104761905
s026	self	Prac	5	3	p1	4	0	0	0	4	775	890				1363	5.25	3.714285714	5.25	5.25	5.666666667	5.666666667	5.132936508	5.285714286	4.333333333	4.2	6.6	5.104761905
s026	self	Prac	6	4	p2	5	1	1	1	4	823	775				1363	5.25	3.714285714	5.25	5.25	5.666666667	5.666666667	5.132936508	5.285714286	4.333333333	4.2	6.6	5.104761905
s026	self	Prac	7	5	p2	5	0	0	0	5	910	823				1363	5.25	3.714285714	5.25	5.25	5.666666667	5.666666667	5.132936508	5.285714286	4.333333333	4.2	6.6	5.104761905
s026	self	Prac	8	6	p3	6	1	1	1	5	931	910				1363	5.25	3.714285714	5.25	5.25	5.666666667	5.666666667	5.132936508	5.285714286	4.333333333	4.2	6.6	5.104761905
s026	self	Prac	9	7	p3	6	0	0	0	6	540	931				1363	5.25	3.714285714	5.25	5.25	5.666666667	5.666666667	5.132936508	5.285714286	4.333333333	4.2	6.6	5.104761905
s026	self	Prac	10	8	p3	6	0	0	0	6	662	540				1363	5.25	3.714285714	5.25	5.25	5.666666667	5.666666667	5.132936508	5.285714286	4.333333333	4.2	6.6	5.104761905
s026	self	Prac	11	9	e1	7	1	1	1	6	381	662				1363	5.25	3.714285714	5.25	5.25	5.666666667	5.666666667	5.132936508	5.285714286	4.333333333	4.2	6.6	5.104761905
s026	self	Prac	12	10	e1	7	0	0	0	7	149	381				1363	5.25	3.714285714	5.25	5.25	5.666666667	5.666666667	5.132936508	5.285714286	4.333333333	4.2	6.6	5.104761905
s026	self	Prac	13	11	p2	5	-2	1	0	7	1297	149				1363	5.25	3.714285714	5.25	5.25	5.666666667	5.666666667	5.132936508	5.285714286	4.333333333	4.2	6.6	5.104761905
s026	self	Prac	14	12	p3	6	1	1	1	5	1018	1297				1363	5.25	3.714285714	5.25	5.25	5.666666667	5.666666667	5.132936508	5.285714286	4.333333333	4.2	6.6	5.104761905
s026	self	Prac	15	13	p3	6	0	0	0	6	1108	1018				1363	5.25	3.714285714	5.25	5.25	5.666666667	5.666666667	5.132936508	5.285714286	4.333333333	4.2	6.6	5.104761905
s026	self	Prac	16	14	e1	7	1	1	1	6	285	1108				1363	5.25	3.714285714	5.25	5.25	5.666666667	5.666666667	5.132936508	5.285714286	4.333333333	4.2	6.6	5.104761905
s026	self	Prac	17	15	e1	7	0	0	0	7	554	285				1363	5.25	3.714285714	5.25	5.25	5.666666667	5.666666667	5.132936508	5.285714286	4.333333333	4.2	6.6	5.104761905
s026	self	Prac	18	16	e1	7	0	0	0	7	496	554				1363	5.25	3.714285714	5.25	5.25	5.666666667	5.666666667	5.132936508	5.285714286	4.333333333	4.2	6.6	5.104761905
s026	self	Prac	19	17	e2	8	1	1	1	7	113	496				1363	5.25	3.714285714	5.25	5.25	5.666666667	5.666666667	5.132936508	5.285714286	4.333333333	4.2	6.6	5.104761905
s026	self	Prac	20	18	e3	9	1	1	1	8	178	113				1363	5.25	3.714285714	5.25	5.25	5.666666667	5.666666667	5.132936508	5.285714286	4.333333333	4.2	6.6	5.104761905
s026	self	PostTest	1	0	N2	2	NA	NA	0	9	1613	NA				1363	5.25	3.714285714	5.25	5.25	5.666666667	5.666666667	5.132936508	5.285714286	4.333333333	4.2	6.6	5.104761905
s026	self	PostTest	2	1	P2	5	NA	NA	1	2	1418	NA				1363	5.25	3.714285714	5.25	5.25	5.666666667	5.666666667	5.132936508	5.285714286	4.333333333	4.2	6.6	5.104761905
s026	self	PostTest	3	2	E2	8	NA	NA	1	5	420	NA				1363	5.25	3.714285714	5.25	5.25	5.666666667	5.666666667	5.132936508	5.285714286	4.333333333	4.2	6.6	5.104761905
s027	self	Prac	1	-1	n1	1	NA	NA	NA	NA	1351	NA				1351	2	6.428571429	2	1.5	1.333333333	1.666666667	2.488095238	1	1	3	7	3
s027	self	Prac	2	0	n2	2	1	1	1	1	1193	1351				1351	2	6.428571429	2	1.5	1.333333333	1.666666667	2.488095238	1	1	3	7	3
s027	self	Prac	3	1	n3	3	1	1	1	2	1414	1193				1351	2	6.428571429	2	1.5	1.333333333	1.666666667	2.488095238	1	1	3	7	3
s027	self	Prac	4	2	p1	4	1	1	1	3	1382	1414				1351	2	6.428571429	2	1.5	1.333333333	1.666666667	2.488095238	1	1	3	7	3
s027	self	Prac	5	3	p2	5	1	1	1	4	1214	1382				1351	2	6.428571429	2	1.5	1.333333333	1.666666667	2.488095238	1	1	3	7	3
s027	self	Prac	6	4	p3	6	1	1	1	5	924	1214				1351	2	6.428571429	2	1.5	1.333333333	1.666666667	2.488095238	1	1	3	7	3
s027	self	Prac	7	5	e1	7	1	1	1	6	251	924				1351	2	6.428571429	2	1.5	1.333333333	1.666666667	2.488095238	1	1	3	7	3
s027	self	Prac	8	6	e2	8	1	1	1	7	273	251				1351	2	6.428571429	2	1.5	1.333333333	1.666666667	2.488095238	1	1	3	7	3
s027	self	Prac	9	7	e3	9	1	1	1	8	166	273				1351	2	6.428571429	2	1.5	1.333333333	1.666666667	2.488095238	1	1	3	7	3
s027	self	Prac	10	8	e3	9	0	0	0	9	40	166				1351	2	6.428571429	2	1.5	1.333333333	1.666666667	2.488095238	1	1	3	7	3
s027	self	Prac	11	9	e3	9	0	0	0	9	153	40				1351	2	6.428571429	2	1.5	1.333333333	1.666666667	2.488095238	1	1	3	7	3
s027	self	Prac	12	10	e3	9	0	0	0	9	285	153				1351	2	6.428571429	2	1.5	1.333333333	1.666666667	2.488095238	1	1	3	7	3
s027	self	Prac	13	11	e3	9	0	0	0	9	80	285				1351	2	6.428571429	2	1.5	1.333333333	1.666666667	2.488095238	1	1	3	7	3
s027	self	Prac	14	12	e3	9	0	0	0	9	-9	80				1351	2	6.428571429	2	1.5	1.333333333	1.666666667	2.488095238	1	1	3	7	3
s027	self	Prac	15	13	e3	9	0	0	0	9	-225	-9				1351	2	6.428571429	2	1.5	1.333333333	1.666666667	2.488095238	1	1	3	7	3
s027	self	Prac	16	14	e3	9	0	0	0	9	-209	-225				1351	2	6.428571429	2	1.5	1.333333333	1.666666667	2.488095238	1	1	3	7	3
s027	self	Prac	17	15	e3	9	0	0	0	9	174	-209				1351	2	6.428571429	2	1.5	1.333333333	1.666666667	2.488095238	1	1	3	7	3
s027	self	Prac	18	16	e3	9	0	0	0	9	-85	174				1351	2	6.428571429	2	1.5	1.333333333	1.666666667	2.488095238	1	1	3	7	3
s027	self	Prac	19	17	e3	9	0	0	0	9	74	-85				1351	2	6.428571429	2	1.5	1.333333333	1.666666667	2.488095238	1	1	3	7	3
s027	self	Prac	20	18	e3	9	0	0	0	9	154	74				1351	2	6.428571429	2	1.5	1.333333333	1.666666667	2.488095238	1	1	3	7	3
s027	self	PostTest	1	0	N2	2	NA	NA	0	9	1704	NA				1351	2	6.428571429	2	1.5	1.333333333	1.666666667	2.488095238	1	1	3	7	3
s027	self	PostTest	2	1	P2	5	NA	NA	1	2	1321	NA				1351	2	6.428571429	2	1.5	1.333333333	1.666666667	2.488095238	1	1	3	7	3
s027	self	PostTest	3	2	E2	8	NA	NA	1	5	-111	NA				1351	2	6.428571429	2	1.5	1.333333333	1.666666667	2.488095238	1	1	3	7	3
s028	self	Prac	1	-1	n1	1	NA	NA	NA	NA	1380	NA				1380	3.375	3	4.25	3.5	2.666666667	4.666666667	3.576388889	5.285714286	3.166666667	4.6	4	4.263095238
s028	self	Prac	2	0	n1	1	0	0	0	1	1384	1380				1380	3.375	3	4.25	3.5	2.666666667	4.666666667	3.576388889	5.285714286	3.166666667	4.6	4	4.263095238
s028	self	Prac	3	1	n2	2	1	1	1	1	1612	1384				1380	3.375	3	4.25	3.5	2.666666667	4.666666667	3.576388889	5.285714286	3.166666667	4.6	4	4.263095238
s028	self	Prac	4	2	n2	2	0	0	0	2	1403	1612				1380	3.375	3	4.25	3.5	2.666666667	4.666666667	3.576388889	5.285714286	3.166666667	4.6	4	4.263095238
s028	self	Prac	5	3	n2	2	0	0	0	2	1607	1403				1380	3.375	3	4.25	3.5	2.666666667	4.666666667	3.576388889	5.285714286	3.166666667	4.6	4	4.263095238
s028	self	Prac	6	4	n3	3	1	1	1	2	1428	1607				1380	3.375	3	4.25	3.5	2.666666667	4.666666667	3.576388889	5.285714286	3.166666667	4.6	4	4.263095238
s028	self	Prac	7	5	p1	4	1	1	1	3	1393	1428				1380	3.375	3	4.25	3.5	2.666666667	4.666666667	3.576388889	5.285714286	3.166666667	4.6	4	4.263095238
s028	self	Prac	8	6	p1	4	0	0	0	4	1317	1393				1380	3.375	3	4.25	3.5	2.666666667	4.666666667	3.576388889	5.285714286	3.166666667	4.6	4	4.263095238
s028	self	Prac	9	7	p1	4	0	0	0	4	916	1317				1380	3.375	3	4.25	3.5	2.666666667	4.666666667	3.576388889	5.285714286	3.166666667	4.6	4	4.263095238
s028	self	Prac	10	8	p1	4	0	0	0	4	1130	916				1380	3.375	3	4.25	3.5	2.666666667	4.666666667	3.576388889	5.285714286	3.166666667	4.6	4	4.263095238
s028	self	Prac	11	9	p1	4	0	0	0	4	1214	1130				1380	3.375	3	4.25	3.5	2.666666667	4.666666667	3.576388889	5.285714286	3.166666667	4.6	4	4.263095238
s028	self	Prac	12	10	p2	5	1	1	1	4	1234	1214				1380	3.375	3	4.25	3.5	2.666666667	4.666666667	3.576388889	5.285714286	3.166666667	4.6	4	4.263095238
s028	self	Prac	13	11	p2	5	0	0	0	5	1313	1234				1380	3.375	3	4.25	3.5	2.666666667	4.666666667	3.576388889	5.285714286	3.166666667	4.6	4	4.263095238
s028	self	Prac	14	12	p3	6	1	1	1	5	1327	1313				1380	3.375	3	4.25	3.5	2.666666667	4.666666667	3.576388889	5.285714286	3.166666667	4.6	4	4.263095238
s028	self	Prac	15	13	e1	7	1	1	1	6	392	1327				1380	3.375	3	4.25	3.5	2.666666667	4.666666667	3.576388889	5.285714286	3.166666667	4.6	4	4.263095238
s028	self	Prac	16	14	e1	7	0	0	0	7	378	392				1380	3.375	3	4.25	3.5	2.666666667	4.666666667	3.576388889	5.285714286	3.166666667	4.6	4	4.263095238
s028	self	Prac	17	15	e1	7	0	0	0	7	299	378				1380	3.375	3	4.25	3.5	2.666666667	4.666666667	3.576388889	5.285714286	3.166666667	4.6	4	4.263095238
s028	self	Prac	18	16	e1	7	0	0	0	7	290	299				1380	3.375	3	4.25	3.5	2.666666667	4.666666667	3.576388889	5.285714286	3.166666667	4.6	4	4.263095238
s028	self	Prac	19	17	e1	7	0	0	0	7	584	290				1380	3.375	3	4.25	3.5	2.666666667	4.666666667	3.576388889	5.285714286	3.166666667	4.6	4	4.263095238
s028	self	Prac	20	18	e1	7	0	0	0	7	181	584				1380	3.375	3	4.25	3.5	2.666666667	4.666666667	3.576388889	5.285714286	3.166666667	4.6	4	4.263095238
s028	self	PostTest	1	0	N2	2	NA	NA	0	7	1721	NA				1380	3.375	3	4.25	3.5	2.666666667	4.666666667	3.576388889	5.285714286	3.166666667	4.6	4	4.263095238
s028	self	PostTest	2	1	P2	5	NA	NA	1	2	1319	NA				1380	3.375	3	4.25	3.5	2.666666667	4.666666667	3.576388889	5.285714286	3.166666667	4.6	4	4.263095238
s028	self	PostTest	3	2	E2	8	NA	NA	1	5	-82	NA				1380	3.375	3	4.25	3.5	2.666666667	4.666666667	3.576388889	5.285714286	3.166666667	4.6	4	4.263095238
s029	self	Prac	1	-1	n1	1	NA	NA	NA	NA	1373	NA				1373	4.125	4.857142857	4.25	3.75	3.666666667	4.666666667	4.219246032	5	4	5.6	5.4	5
s029	self	Prac	2	0	n2	2	1	1	1	1	1007	1373				1373	4.125	4.857142857	4.25	3.75	3.666666667	4.666666667	4.219246032	5	4	5.6	5.4	5
s029	self	Prac	3	1	n2	2	0	0	0	2	1292	1007				1373	4.125	4.857142857	4.25	3.75	3.666666667	4.666666667	4.219246032	5	4	5.6	5.4	5
s029	self	Prac	4	2	n3	3	1	1	1	2	1300	1292				1373	4.125	4.857142857	4.25	3.75	3.666666667	4.666666667	4.219246032	5	4	5.6	5.4	5
s029	self	Prac	5	3	n3	3	0	0	0	3	1197	1300				1373	4.125	4.857142857	4.25	3.75	3.666666667	4.666666667	4.219246032	5	4	5.6	5.4	5
s029	self	Prac	6	4	p1	4	1	1	1	3	946	1197				1373	4.125	4.857142857	4.25	3.75	3.666666667	4.666666667	4.219246032	5	4	5.6	5.4	5
s029	self	Prac	7	5	p1	4	0	0	0	4	772	946				1373	4.125	4.857142857	4.25	3.75	3.666666667	4.666666667	4.219246032	5	4	5.6	5.4	5
s029	self	Prac	8	6	p1	4	0	0	0	4	768	772				1373	4.125	4.857142857	4.25	3.75	3.666666667	4.666666667	4.219246032	5	4	5.6	5.4	5
s029	self	Prac	9	7	p2	5	1	1	1	4	796	768				1373	4.125	4.857142857	4.25	3.75	3.666666667	4.666666667	4.219246032	5	4	5.6	5.4	5
s029	self	Prac	10	8	p2	5	0	0	0	5	1180	796				1373	4.125	4.857142857	4.25	3.75	3.666666667	4.666666667	4.219246032	5	4	5.6	5.4	5
s029	self	Prac	11	9	p3	6	1	1	1	5	529	1180				1373	4.125	4.857142857	4.25	3.75	3.666666667	4.666666667	4.219246032	5	4	5.6	5.4	5
s029	self	Prac	12	10	p3	6	0	0	0	6	805	529				1373	4.125	4.857142857	4.25	3.75	3.666666667	4.666666667	4.219246032	5	4	5.6	5.4	5
s029	self	Prac	13	11	p3	6	0	0	0	6	1218	805				1373	4.125	4.857142857	4.25	3.75	3.666666667	4.666666667	4.219246032	5	4	5.6	5.4	5
s029	self	Prac	14	12	e1	7	1	1	1	6	4	1218				1373	4.125	4.857142857	4.25	3.75	3.666666667	4.666666667	4.219246032	5	4	5.6	5.4	5
s029	self	Prac	15	13	e1	7	0	0	0	7	110	4				1373	4.125	4.857142857	4.25	3.75	3.666666667	4.666666667	4.219246032	5	4	5.6	5.4	5
s029	self	Prac	16	14	e1	7	0	0	0	7	221	110				1373	4.125	4.857142857	4.25	3.75	3.666666667	4.666666667	4.219246032	5	4	5.6	5.4	5
s029	self	Prac	17	15	e1	7	0	0	0	7	-179	221				1373	4.125	4.857142857	4.25	3.75	3.666666667	4.666666667	4.219246032	5	4	5.6	5.4	5
s029	self	Prac	18	16	e1	7	0	0	0	7	96	-179				1373	4.125	4.857142857	4.25	3.75	3.666666667	4.666666667	4.219246032	5	4	5.6	5.4	5
s029	self	Prac	19	17	e3	9	2	1	1	7	-191	96				1373	4.125	4.857142857	4.25	3.75	3.666666667	4.666666667	4.219246032	5	4	5.6	5.4	5
s029	self	Prac	20	18	n1	1	-8	1	0	9	1661	-191				1373	4.125	4.857142857	4.25	3.75	3.666666667	4.666666667	4.219246032	5	4	5.6	5.4	5
s029	self	PostTest	1	0	N2	2	NA	NA	1	1	1583	NA				1373	4.125	4.857142857	4.25	3.75	3.666666667	4.666666667	4.219246032	5	4	5.6	5.4	5
s029	self	PostTest	2	1	P2	5	NA	NA	1	2	1019	NA				1373	4.125	4.857142857	4.25	3.75	3.666666667	4.666666667	4.219246032	5	4	5.6	5.4	5
s029	self	PostTest	3	2	E2	8	NA	NA	1	5	-173	NA				1373	4.125	4.857142857	4.25	3.75	3.666666667	4.666666667	4.219246032	5	4	5.6	5.4	5
s030	self	Prac	1	-1	n1	1	NA	NA	NA	NA	1458	NA				1458	5.5	4.428571429	5.25	6	5.666666667	5.333333333	5.363095238	5.142857143	5.833333333	5	3.6	4.894047619
s030	self	Prac	2	0	n3	3	2	1	1	1	1122	1458				1458	5.5	4.428571429	5.25	6	5.666666667	5.333333333	5.363095238	5.142857143	5.833333333	5	3.6	4.894047619
s030	self	Prac	3	1	p1	4	1	1	1	3	989	1122				1458	5.5	4.428571429	5.25	6	5.666666667	5.333333333	5.363095238	5.142857143	5.833333333	5	3.6	4.894047619
s030	self	Prac	4	2	p2	5	1	1	1	4	1311	989				1458	5.5	4.428571429	5.25	6	5.666666667	5.333333333	5.363095238	5.142857143	5.833333333	5	3.6	4.894047619
s030	self	Prac	5	3	p3	6	1	1	1	5	621	1311				1458	5.5	4.428571429	5.25	6	5.666666667	5.333333333	5.363095238	5.142857143	5.833333333	5	3.6	4.894047619
s030	self	Prac	6	4	p3	6	0	0	0	6	916	621				1458	5.5	4.428571429	5.25	6	5.666666667	5.333333333	5.363095238	5.142857143	5.833333333	5	3.6	4.894047619
